コード,決算期,連/単,売上高,営業利益,経常利益,当期利益,EPS（円）,一株配当金（円）
25935,----/--,--,--,--,--,--,--,--,
25935,----/--,--,--,--,--,--,--,--,
3116,2017/03,連結,1357913,71936,77224,45359,244.28,50.00,
3116,2018/03,連結,1407392,74429,75849,44818,241.34,54.00,
3116,2019/03,連結,1417376,61257,61489,27457,147.85,56.00,
3116,2020/03,連結,1390000,50000,51000,25000,134.02,56.00,
3116,2020/03,連結,1390000,50000,51000,25000,133.22,56.00,
3121,2016/03,連結,3423,70,37,12,0.50,0.00,
3121,2017/03,連結,2555,17,-23,148,5.55,2.00,
3121,2018/03,連結,1794,-29,-156,-134,-4.93,1.00,
3121,2019/03,連結,1935,103,-4,282,10.14,2.00,
3121,2020/03,連結,2100,250,120,80,2.87,1.00,
3121,2020/03,連結,2100,250,120,80,2.87,1.00,
3123,2016/03,連結,8247,965,1123,506,37.96,14.00,
3123,2017/03,連結,8300,822,988,824,62.05,14.00,
3123,2018/03,連結,8311,-177,-118,-59,-4.49,17.00,
3123,2019/03,連結,8438,-91,34,-79,-6.02,14.00,
3123,2020/03,連結,8316,601,692,-37,-2.81,14.00,
3123,2020/03,連結,8316,601,692,-37,--,14.00,
3125,2016/03,連結,6786,268,250,131,6.72,2.50,
3125,2017/03,連結,5944,174,179,90,4.61,2.50,
3125,2018/03,連結,4958,-25,-23,-23,-12.15,20.00,
3125,2019/03,連結,4961,0,10,0,0.10,20.00,
3125,2020/03,連結,4600,5,5,3,1.53,20.00,
3125,2020/03,連結,4600,5,5,3,1.53,20.00,
3131,2016/03,連結,49380,366,168,72,40.34,40.00,
3131,2017/03,連結,44440,838,502,362,219.39,90.00,
3131,2018/03,連結,54406,1207,874,603,344.08,130.00,
3131,2019/03,連結,46102,626,299,209,102.09,45.00,
3131,2020/03,連結,41500,700,450,300,150.28,45.00,
3131,2020/03,連結,41500,700,450,300,142.17,45.00,
3132,2016/03,連結,405315,9729,10176,7285,124.72,40.00,
3132,2017/03,連結,398503,10473,9635,6534,114.31,35.00,
3132,2018/03,連結,504085,15163,14937,11412,206.08,50.00,
3132,2019/03,連結,524235,15324,13101,8883,142.03,50.00,
3132,2020/03,連結,510000,13250,10500,6400,102.29,50.00,
3132,2020/03,連結,510000,13250,10500,6400,101.54,50.00,
3133,2016/03,連結,5922,140,155,58,33.30,0.00,
3133,2017/03,連結,6340,30,49,10,2.91,2.00,
3133,2018/03,連結,5840,-6,-9,-137,-38.31,4.00,
3133,2019/03,連結,4920,-259,-261,-510,-142.18,2.00,
3133,2020/03,単独,4283,-168,-170,-118,-32.89,0.00,
3133,2020/03,単独,4283,-168,-170,-118,--,0.00,
3134,2016/04,連結,6501,450,427,257,33.16,3.00,
3134,2017/04,連結,8502,1106,1048,695,44.22,4.50,
3134,2018/04,連結,9376,1379,1266,872,54.69,5.50,
3134,2019/04,連結,10302,1163,1179,821,51.16,6.50,
3134,2020/04,連結,10949,1092,1082,801,50.32,6.50,
3134,2020/04,連結,10949,1092,1082,801,49.77,6.50,
3135,2016/06,単独,4863,96,93,49,9.79,0.00,
3135,2017/06,連結,5630,-7,4,-19,-3.80,0.00,
3135,2018/06,連結,6333,96,94,31,6.28,0.00,
3135,2019/06,連結,8472,452,455,203,39.87,0.00,
3135,2020/06,連結,10000,600,602,270,51.85,0.00,
3135,2020/06,連結,10000,600,602,270,51.84,0.00,
3136,2016/03,連結,4183,127,65,31,40.85,0.00,
3136,2017/03,連結,3918,-33,-79,-71,-83.50,0.00,
3136,2018/03,連結,3828,-12,-51,-171,-199.42,0.00,
3136,2019/03,連結,3870,120,72,9,11.02,0.00,
3136,2020/03,連結,3900,5,-44,-78,-89.67,0.00,
3136,2020/03,連結,3900,5,-44,-78,--,0.00,
3137,2016/03,単独,3015,500,500,312,49.99,0.00,
3137,2017/03,単独,3227,608,616,394,62.02,0.00,
3137,2018/03,単独,3306,649,651,420,66.04,0.00,
3137,2019/03,単独,3394,713,699,441,69.20,0.00,
3137,2020/03,単独,4802,934,783,501,78.52,3.00,
3137,2020/03,単独,4802,934,783,501,77.93,3.00,
3138,2015/12,単独,2377,313,314,217,138.14,0.00,
3138,2016/12,単独,2568,406,407,275,168.39,0.00,
3138,2017/12,単独,2919,331,331,210,67.36,0.00,
3138,2018/12,連結,3466,252,253,181,58.71,0.00,
3138,2019/12,連結,4308,187,187,99,32.31,0.00,
3138,2019/12,連結,4308,187,187,99,29.86,0.00,
3139,2015/11,連結,98000,720,1343,831,197.87,30.00,
3139,2016/11,連結,88679,3349,1434,946,193.57,32.00,
3139,2017/11,連結,101334,1923,2522,1755,358.96,38.00,
3139,2018/11,連結,115440,3009,2612,1784,364.62,40.00,
3139,2019/11,連結,125200,--,2800,1930,196.75,22.00,
3139,2019/11,連結,125200,3100,2800,1930,196.31,22.00,
3140,2016/06,単独,6160,182,148,223,37.85,0.00,
3140,2017/06,単独,7205,401,334,295,24.80,2.00,
3140,2018/06,連結,9011,415,293,296,20.98,3.00,
3140,2019/06,連結,15155,629,444,168,11.77,4.00,
3140,2020/06,連結,15900,650,450,250,17.43,4.00,
3140,2020/06,連結,15900,650,450,250,16.99,4.00,
3141,2016/02,連結,528402,18759,20377,9527,195.46,42.00,
3141,2017/02,連結,623163,24078,25723,14451,--,57.00,
3141,2018/02,連結,695268,28826,30923,17166,164.97,37.00,
3141,2019/02,連結,779148,29045,31500,17423,167.25,42.00,
3141,2020/02,連結,850000,33000,35600,20000,191.79,46.00,
3141,2020/02,連結,850000,33000,35600,20000,190.81,46.00,
3143,2016/03,連結,27802,254,271,163,51.76,30.00,
3143,2017/03,連結,28121,326,331,202,64.34,30.00,
3143,2018/03,連結,31033,439,461,300,95.29,33.00,
3143,2019/03,連結,31375,595,593,411,130.73,40.00,
3143,2020/03,連結,32000,646,648,450,142.86,40.00,
3143,2020/03,連結,32000,646,648,450,142.86,40.00,
3148,2016/05,連結,231892,13954,14314,9274,146.71,50.00,
3148,2017/05,連結,247341,14441,14768,10119,160.07,31.00,
3148,2018/05,連結,268161,13861,14236,9540,150.92,34.00,
3148,2019/05,連結,286299,14241,14623,9719,153.75,36.00,
3148,2020/05,連結,307600,14970,15300,10270,162.45,38.00,
3148,2020/05,連結,307600,14970,15300,10270,153.70,38.00,
3150,2016/03,連結,6739,575,606,399,104.65,15.00,
3150,2017/03,連結,7109,752,802,505,131.56,25.00,
3150,2018/03,連結,8980,1018,1100,703,120.99,30.00,
3150,2019/03,連結,12137,1400,1448,1001,86.79,17.00,
3150,2020/03,連結,15830,1600,1633,1071,94.99,19.00,
3150,2020/03,連結,15830,1600,1633,1071,91.97,19.00,
3151,2016/03,連結,621040,6892,10584,6556,117.25,24.00,
3151,2017/03,連結,581079,3207,6987,4778,84.78,20.00,
3151,2018/03,連結,565589,2384,6276,4467,79.27,20.00,
3151,2019/03,連結,559712,2821,6909,5084,90.22,22.00,
3151,2020/03,連結,557200,2860,5860,5140,91.21,24.00,
3151,2020/03,連結,557200,2860,5860,5140,83.95,24.00,
3153,2016/03,連結,78313,1887,2009,1810,83.13,15.00,
3153,2017/03,連結,75662,1554,1687,1007,46.27,16.00,
3153,2018/03,連結,73523,2002,2171,1575,72.44,18.00,
3153,2019/03,連結,69828,2347,2523,1836,85.01,20.00,
3153,2020/03,連結,74000,2400,2600,1700,78.76,20.00,
3153,2020/03,連結,74000,2400,2600,1700,78.04,20.00,
3154,2016/06,連結,158400,987,1449,899,277.56,80.00,
3154,2017/06,連結,162654,1004,1520,863,133.12,50.00,
3154,2018/06,連結,168135,960,1435,741,38.12,14.00,
3154,2019/06,連結,197691,875,1435,-70,-3.21,14.00,
3154,2020/06,連結,205000,1000,1460,860,39.46,14.00,
3154,2020/06,連結,205000,1000,1460,860,39.47,14.00,
3156,2016/03,連結,276709,-2897,-3937,-6227,-396.71,50.00,
3156,2017/03,連結,273752,-6603,-7385,-8688,-553.49,30.00,
3156,2018/03,連結,301449,4384,3908,2129,135.64,90.00,
3156,2019/03,連結,205771,4508,4198,2192,139.69,100.00,
3156,2020/03,連結,410000,7000,8000,5500,182.91,80.00,
3156,2020/03,連結,410000,7000,8000,5500,182.89,80.00,
3157,2016/03,連結,154215,1091,1670,978,84.50,9.00,
3157,2017/03,連結,154938,1183,1769,1047,90.71,11.00,
3157,2018/03,連結,156534,1230,1846,1214,91.46,20.00,
3157,2019/03,連結,159814,1262,1896,1226,92.42,20.00,
3157,2020/03,連結,162000,1050,1650,1050,79.11,20.00,
3157,2020/03,連結,162000,1050,1650,1050,76.27,20.00,
3159,2016/01,連結,175137,2204,2226,1025,11.08,0.00,
3159,2017/01,連結,178405,2032,2013,539,5.83,0.00,
3159,2018/01,連結,178349,2301,2255,-321,-3.47,0.00,
3159,2019/01,連結,177041,3191,3116,2424,26.19,2.00,
3159,2020/01,連結,178000,3250,3150,2150,23.23,--,
3159,2020/01,連結,178000,3250,3150,2150,23.23,0.00,
3160,2016/05,連結,53824,816,831,387,65.44,11.00,
3160,2017/05,連結,56299,792,816,412,--,12.00,
3160,2018/05,連結,60564,906,934,579,47.51,7.00,
3160,2019/05,連結,62911,649,704,415,31.38,8.00,
3160,2020/05,連結,65300,660,710,450,33.96,9.00,
3160,2020/05,連結,65300,660,710,450,33.46,9.00,
3161,2016/04,連結,10134,79,91,107,18.35,10.00,
3161,2017/04,連結,9174,168,179,129,22.71,10.00,
3161,2018/04,連結,9223,211,226,160,28.52,10.00,
3161,2019/04,連結,9520,284,313,215,38.40,12.00,
3161,2020/04,連結,9850,326,331,218,38.87,12.00,
3161,2020/04,連結,9850,326,331,218,35.82,12.00,
3166,2016/03,連結,84525,1468,1594,1153,86.36,15.00,
3166,2017/03,連結,90952,1938,2090,1380,103.40,19.00,
3166,2018/03,連結,95028,1934,2065,1361,102.17,20.00,
3166,2019/03,連結,104671,1913,2130,1384,104.94,24.00,
3166,2020/03,連結,110000,2150,2300,1450,111.36,26.00,
3166,2020/03,連結,110000,2150,2300,1450,106.53,26.00,
3167,2016/03,連結,180940,8245,8150,3458,30.01,14.00,
3167,2017/03,連結,178631,12750,12775,7337,64.46,28.00,
3167,2018/03,連結,186069,10971,11191,6620,51.19,28.00,
3167,2019/03,連結,191600,13057,13259,7772,59.36,28.00,
3167,2020/03,連結,200800,14170,14040,8230,62.85,28.00,
3167,2020/03,連結,200800,14170,14040,8230,58.92,28.00,
3168,2016/08,連結,42955,-592,-458,-389,-54.30,10.00,
3168,2017/08,連結,52868,2099,1678,1037,144.68,15.00,
3168,2018/08,連結,56791,745,676,462,32.29,22.50,
3168,2019/08,連結,50670,-244,-289,-230,-16.23,15.00,
3168,2020/08,連結,43573,409,348,250,17.73,15.00,
3168,2020/08,連結,43573,409,348,250,17.44,15.00,
3169,2016/01,連結,8079,79,58,-76,-10.94,0.00,
3169,2017/01,連結,8147,-179,-215,-416,-58.70,0.00,
3169,2018/01,連結,9195,-83,-92,-318,-44.85,0.00,
3169,2019/01,連結,10186,402,359,163,23.02,5.00,
3169,2020/01,連結,10679,580,565,350,49.23,5.00,
3169,2020/01,連結,10679,580,565,350,49.22,5.00,
3171,2016/02,連結,161047,1977,2050,790,104.95,30.00,
3171,2017/02,単独,172410,2619,2647,1117,148.34,40.00,
3171,2018/02,単独,177306,2146,2170,900,119.36,30.00,
3171,2019/02,単独,179710,2408,2431,1070,141.62,30.00,
3171,2020/02,単独,184000,2550,2550,1100,145.41,35.00,
3171,2020/02,単独,185000,2550,2550,1100,145.11,35.00,
3172,2016/07,連結,7200,524,446,336,79.19,28.00,
3172,2017/07,連結,7320,481,546,458,107.90,34.00,
3172,2018/07,連結,7289,458,470,423,99.56,34.00,
3172,2019/07,連結,9286,340,355,242,56.96,20.00,
3172,2020/07,連結,9373,368,371,265,62.48,20.00,
3172,2020/07,連結,9373,368,371,265,62.35,20.00,
3173,2016/03,連結,21518,773,757,389,56.76,32.50,
3173,2017/03,連結,20902,533,529,361,52.63,18.00,
3173,2018/03,連結,23595,841,837,463,67.41,20.00,
3173,2019/03,連結,25511,1131,1104,674,98.25,28.00,
3173,2020/03,連結,25300,973,929,596,86.77,28.00,
3173,2020/03,連結,25300,973,929,596,86.77,28.00,
3174,2016/08,単独,17028,151,118,-214,-84.78,15.00,
3174,2017/08,単独,19144,525,497,212,84.42,15.00,
3174,2018/08,単独,20330,516,494,270,108.64,23.00,
3174,2019/08,単独,20760,544,521,269,108.81,26.00,
3174,2020/08,単独,21490,546,524,286,115.59,28.00,
3174,2020/08,単独,21490,546,524,286,112.94,28.00,
3175,2016/03,連結,21839,597,825,523,71.44,0.00,
3175,2017/03,連結,25966,313,527,124,17.25,0.00,
3175,2018/03,連結,25723,330,550,-252,-35.04,0.00,
3175,2019/03,連結,24577,-298,-91,-2028,-281.69,0.00,
3175,2020/03,連結,24500,300,300,100,13.88,0.00,
3175,2020/03,連結,24500,300,300,100,13.46,0.00,
3176,2016/09,連結,59908,4052,4274,2757,192.79,49.00,
3176,2017/09,連結,67738,4938,5270,3351,234.20,59.00,
3176,2018/09,連結,78450,5263,5575,3635,253.99,64.00,
3176,2019/09,連結,83230,5871,6075,4018,280.73,74.00,
3176,2020/09,連結,94500,6000,6200,4200,293.39,75.00,
3176,2020/09,連結,94500,6000,6200,4200,289.58,75.00,
3177,2016/02,単独,8401,603,611,320,338.93,102.00,
3177,2017/02,単独,8524,390,401,233,247.62,110.00,
3177,2018/02,単独,8812,360,359,126,133.99,90.00,
3177,2019/02,単独,8425,369,410,127,136.28,90.00,
3177,2020/02,連結,8381,393,418,257,280.24,90.00,
3177,2020/02,連結,8381,393,418,257,269.51,90.00,
3178,2015/12,連結,47786,3629,3702,1968,103.41,23.00,
3178,2017/03,連結,58792,4004,4071,2076,109.01,28.75,
3178,2018/03,連結,46761,3074,3165,1640,85.73,23.00,
3178,2019/03,連結,45685,2457,2505,1205,62.91,23.00,
3178,2020/03,連結,44200,2000,2100,700,36.47,23.00,
3178,2020/03,連結,44200,2000,2100,700,36.19,23.00,
3179,2016/03,単独,22705,832,821,560,46.81,8.00,
3179,2017/03,単独,24996,1096,1078,741,61.91,12.00,
3179,2018/03,単独,30921,1536,1521,1077,45.00,10.00,
3179,2019/03,単独,34608,1444,1433,982,41.11,14.00,
3179,2020/03,単独,37672,1574,1564,1023,43.34,14.00,
3179,2020/03,単独,37672,1574,1564,1023,42.70,14.00,
3180,2016/04,連結,8398,441,419,266,44.67,5.60,
3180,2017/04,連結,9642,555,534,314,52.63,7.00,
3180,2018/04,連結,11680,648,653,449,75.11,9.00,
3180,2019/04,連結,13852,628,646,380,59.80,9.00,
3180,2020/04,連結,16035,743,751,451,71.86,10.00,
3180,2020/04,連結,16035,743,751,451,70.73,10.00,
3181,2016/02,単独,5694,186,199,74,42.71,0.00,
3181,2017/02,単独,4910,23,32,12,7.14,0.00,
3181,2018/02,単独,4678,127,138,69,39.48,5.00,
3181,2019/02,単独,4739,34,49,12,7.12,0.00,
3181,2020/02,単独,4902,56,63,36,20.90,--,
3181,2020/02,単独,4902,56,63,36,20.32,0.00,
3182,2016/03,単独,20158,774,806,538,90.26,0.00,
3182,2017/03,連結,23016,752,778,515,87.47,0.00,
3182,2018/03,連結,39987,891,937,237,--,0.00,
3182,2019/03,連結,64026,2312,2301,2387,71.38,0.00,
3182,2020/03,連結,70000,2200,--,1000,29.77,0.00,
3182,2020/03,連結,70000,2200,2200,1000,29.21,0.00,
3183,2016/03,連結,54147,2965,2978,2111,147.11,41.00,
3183,2017/03,連結,57760,3058,3061,2141,74.58,26.00,
3183,2018/03,連結,62832,3144,3148,3005,104.69,29.00,
3183,2019/03,連結,69775,3261,3264,2640,91.99,32.00,
3183,2020/03,連結,64000,2590,2590,1820,63.40,33.00,
3183,2020/03,連結,64000,2590,2590,1820,59.67,33.00,
3184,2016/03,連結,23411,581,543,331,158.01,50.00,
3184,2017/03,連結,24044,550,538,351,167.33,50.00,
3184,2018/03,連結,26001,896,888,401,191.08,50.00,
3184,2019/03,連結,28181,1147,1146,737,351.38,50.00,
3184,2020/03,連結,28000,1130,1120,791,376.79,50.00,
3184,2020/03,連結,28000,1130,1120,791,376.67,50.00,
3185,2016/03,連結,3669,-324,-348,-548,-103.41,0.00,
3185,2017/03,連結,3096,-140,-162,-165,--,0.00,
3185,2018/03,連結,5075,583,541,544,51.29,0.00,
3185,2019/03,連結,6917,-179,-253,-268,-23.67,0.00,
3185,2020/03,連結,9184,392,295,264,22.47,0.00,
3185,2020/03,連結,9184,392,295,264,22.47,0.00,
3186,2015/11,連結,63113,1269,1340,841,83.90,6.00,
3186,2016/11,連結,87201,2163,2086,1333,134.40,6.00,
3186,2017/11,連結,118971,3474,3304,2262,--,6.00,
3186,2018/11,連結,163174,4384,4186,2910,42.28,4.00,
3186,2019/11,連結,215000,6200,5900,4100,56.69,4.00,
3186,2019/11,連結,215000,6200,5900,4100,54.39,4.00,
3187,2016/09,連結,8202,298,279,151,9.48,5.00,
3187,2017/09,単独,8737,190,185,182,11.45,5.00,
3187,2018/09,単独,9329,37,40,16,1.06,3.00,
3187,2019/09,単独,10213,89,85,49,2.93,3.00,
3187,2020/09,単独,11114,36,33,21,1.25,--,
3187,2020/09,単独,11114,36,33,21,1.18,3.00,
3189,2016/08,単独,7078,-60,-68,-20,--,0.00,
3189,2017/08,単独,6845,202,201,187,44.87,5.00,
3189,2018/08,連結,6627,349,340,255,58.53,6.00,
3189,2019/08,連結,6261,88,91,62,14.39,6.00,
3189,2020/08,連結,6958,159,157,123,28.58,6.00,
3189,2020/08,連結,6958,159,157,123,25.84,6.00,
3190,2016/03,連結,20769,225,369,204,28.04,10.00,
3190,2017/03,単独,20061,191,262,83,11.66,10.00,
3190,2018/03,単独,21087,607,681,298,42.31,10.00,
3190,2019/03,単独,21041,659,732,376,53.33,10.00,
3190,2020/03,単独,21200,670,740,400,56.69,10.00,
3190,2020/03,単独,21200,670,740,400,54.98,10.00,
3191,2016/06,連結,163364,7706,8946,5453,105.67,31.00,
3191,2017/06,連結,159544,7395,8021,6130,120.02,32.00,
3191,2018/06,連結,153457,7981,8800,5594,--,48.00,
3191,2019/06,連結,153131,8400,9751,4384,63.34,25.00,
3191,2020/06,連結,148740,9125,10010,6375,92.08,26.00,
3191,2020/06,連結,153600,9125,10010,6375,61.76,26.00,
3192,2016/08,単独,4595,179,160,102,26.76,8.00,
3192,2017/08,単独,5083,202,164,139,30.33,9.00,
3192,2018/08,単独,5384,199,182,127,22.29,6.50,
3192,2019/02,単独,2667,7,5,0,0.14,3.00,
3192,2020/02,単独,5668,50,30,10,1.51,--,
3192,2020/02,単独,5668,50,30,10,1.50,1.00,
3193,2016/07,単独,24509,1595,1547,981,85.75,6.00,
3193,2017/07,単独,29336,1457,1426,967,83.55,8.00,
3193,2018/07,単独,33978,1681,1613,662,57.15,8.00,
3193,2019/07,単独,35847,1190,1145,-286,-24.69,8.00,
3193,2020/07,単独,34605,1309,1264,454,39.24,8.00,
3193,2020/07,単独,34605,1309,1264,454,39.06,8.00,
3194,2016/02,連結,112902,1699,2320,826,72.94,25.00,
3194,2017/02,連結,116450,1298,1835,635,56.46,25.00,
3194,2018/02,連結,126666,1937,2604,1291,116.45,30.00,
3194,2019/02,連結,129593,2034,2933,1471,131.74,35.00,
3194,2020/02,連結,133000,3200,3850,1710,151.86,38.00,
3194,2020/02,連結,133000,3200,3850,1710,150.90,38.00,
3195,2015/10,連結,4338,63,62,40,21.75,0.00,
3195,2016/10,連結,6501,83,67,45,5.58,0.00,
3195,2017/10,連結,7632,17,42,-5,-0.66,0.00,
3195,2018/10,連結,8778,192,203,135,16.69,0.00,
3195,2019/10,単独,--,--,--,--,--,0.00,
3195,2019/10,連結,10000,20,20,10,1.21,0.00,
3196,2015/12,連結,30941,1523,1500,770,42.31,7.00,
3196,2016/12,連結,31533,1077,964,-661,-36.02,5.00,
3196,2017/12,連結,32407,1104,1075,425,23.12,5.00,
3196,2018/12,連結,31736,860,744,-678,-36.80,0.00,
3196,2019/12,連結,32400,1620,1520,650,35.20,5.00,
3196,2019/12,連結,32400,1620,1520,650,30.23,5.00,
3197,2015/12,連結,351146,27806,24717,15109,77.79,33.00,
3197,2016/12,連結,354513,31249,28952,18213,93.57,38.00,
3197,2017/12,連結,359445,28103,23519,15549,79.36,38.00,
3197,2018/12,連結,366360,22857,18596,11438,58.04,38.00,
3197,2019/12,連結,370000,22000,18000,11000,55.81,19.00,
3197,2019/12,連結,370000,22000,18000,11000,55.70,19.00,
3198,2016/02,単独,14076,1464,1564,918,31.71,9.00,
3198,2017/02,連結,35957,3307,3560,2081,71.03,26.00,
3198,2018/02,連結,36841,3529,3828,2934,100.19,26.00,
3198,2019/02,連結,37751,2907,3221,1955,75.68,26.00,
3198,2020/02,連結,40000,2700,3000,1800,69.94,26.00,
3198,2020/02,連結,40000,2700,3000,1800,69.88,26.00,
3199,2016/03,連結,88792,1717,1716,1263,128.15,25.00,
3199,2017/03,連結,92780,1969,1994,1344,136.34,26.00,
3199,2018/03,連結,102364,2346,2501,1483,150.46,32.00,
3199,2019/03,連結,106462,2366,2506,1612,163.54,33.00,
3199,2020/03,連結,114245,2673,2811,1640,166.30,34.00,
3199,2020/03,連結,114245,2673,2811,1640,165.95,34.00,
3201,2015/11,連結,102854,7342,7799,4690,62.17,20.00,
3201,2016/11,連結,100982,7620,7649,5002,67.88,22.00,
3201,2017/11,連結,103498,8348,9089,5270,71.52,22.00,
3201,2018/11,連結,110538,8368,9128,5274,72.26,22.00,
3201,2019/11,連結,120000,9500,10000,6300,86.66,24.00,
3201,2019/11,連結,120000,9500,10000,6300,72.85,24.00,
3202,2016/03,連結,5407,378,74,124,4.17,0.00,
3202,2017/03,連結,4701,417,267,156,5.21,0.00,
3202,2018/03,連結,4427,325,153,103,3.47,0.00,
3202,2019/03,連結,4496,327,236,294,9.86,0.00,
3202,2020/03,連結,5400,460,240,230,7.69,0.00,
3202,2020/03,連結,5400,460,240,230,7.67,0.00,
3204,2015/12,連結,19305,611,476,523,58.67,20.00,
3204,2016/12,連結,18950,575,488,266,29.88,20.00,
3204,2017/12,連結,19399,472,416,268,30.13,20.00,
3204,2018/12,連結,19374,371,335,248,27.89,20.00,
3204,2019/12,連結,18500,370,300,160,17.94,20.00,
3204,2019/12,連結,18500,370,300,160,17.90,20.00,
3205,2016/03,連結,23813,-918,-549,91,2.72,15.00,
3205,2017/03,連結,21408,-1337,-1448,-1521,-45.20,10.00,
3205,2018/03,連結,27272,-318,-384,329,9.75,10.00,
3205,2019/03,連結,26368,-124,259,-690,-20.69,5.00,
3205,2020/03,連結,25000,-330,50,-150,-4.60,--,
3205,2020/03,連結,25000,-330,50,-150,--,5.00,
3209,2016/03,単独,9604,44,11,10,0.75,0.00,
3209,2017/03,単独,8890,160,126,144,10.28,0.00,
3209,2018/03,単独,11019,217,195,213,15.25,0.00,
3209,2019/03,単独,13575,93,100,80,57.07,0.00,
3209,2020/03,単独,14000,170,170,85,60.43,0.00,
3209,2020/03,単独,14000,170,170,85,60.43,0.00,
3221,2016/03,単独,10975,1083,1270,712,69.81,12.50,
3221,2017/03,単独,12714,1146,1389,870,84.83,12.00,
3221,2018/03,単独,15683,1646,1958,1221,118.74,16.00,
3221,2019/03,単独,17934,2083,2401,1538,149.18,22.00,
3221,2020/03,単独,19050,2220,2561,1616,156.63,24.00,
3221,2020/03,単独,19050,2220,2561,1616,156.63,24.00,
3222,2016/02,連結,663798,14024,13862,5329,40.47,14.00,
3222,2017/02,連結,684806,14320,14185,7350,55.82,14.00,
3222,2018/02,連結,692248,14068,14188,7452,57.32,16.00,
3222,2019/02,連結,694323,11811,12253,5308,41.38,16.00,
3222,2020/02,連結,710000,12700,13000,5400,42.10,16.00,
