コード,決算期,連/単,売上高,営業利益,経常利益,当期利益,EPS（円）,一株配当金（円）
25935,----/--,--,--,--,--,--,--,--,
25935,----/--,--,--,--,--,--,--,--,
3760,2018/05,単独,2366,-69,-88,-70,-25.32,0.00,
3760,2019/05,単独,1890,-696,-739,-1240,-351.86,0.00,
3760,2020/05,単独,--,--,--,--,--,0.00,
3760,2020/05,単独,1800,-600,-700,-1200,--,0.00,
3762,2016/03,連結,20920,1381,1420,829,82.67,20.00,
3762,2017/03,連結,21996,1643,1626,1018,58.64,15.00,
3762,2018/03,連結,23512,1902,2054,1308,75.31,20.00,
3762,2019/03,連結,25418,2418,2352,1470,82.15,25.00,
3762,2020/03,連結,26800,2460,2460,1600,80.52,27.00,
3762,2020/03,連結,26800,2460,2460,1600,71.88,27.00,
3763,2016/03,連結,3566,1245,1250,817,219.04,80.00,
3763,2017/03,連結,4112,1544,1575,1061,142.11,50.00,
3763,2018/03,連結,4347,1441,1471,1010,136.30,60.00,
3763,2019/03,連結,4443,1534,1594,1086,72.03,35.00,
3763,2020/03,連結,5000,1620,1650,1135,74.98,45.00,
3763,2020/03,連結,5000,1620,1650,1135,74.83,45.00,
3765,2015/12,連結,154329,72425,72606,43432,41.40,4.50,
3765,2016/12,連結,112457,46081,46081,27911,32.24,3.00,
3765,2017/12,連結,92306,34384,34351,22397,31.49,3.00,
3765,2018/12,連結,92101,26577,26659,16585,23.32,3.00,
3765,----/--,--,--,--,--,--,--,--,
3765,2019/12,連結,110000,40000,40000,28000,294.09,30.00,
3766,2016/03,連結,7109,204,210,102,28.62,13.00,
3766,2017/03,連結,7783,139,153,43,12.53,18.00,
3766,2018/03,連結,8295,216,239,134,38.59,13.00,
3766,2019/03,連結,9084,39,51,105,30.15,13.00,
3766,2020/03,連結,8092,-385,-368,-295,-84.43,13.00,
3766,2020/03,連結,8092,-385,-368,-295,--,13.00,
3768,2016/03,連結,2570,297,316,200,50.41,10.00,
3768,2017/03,連結,2686,381,386,247,62.82,13.00,
3768,2018/03,連結,2811,404,408,262,67.24,15.00,
3768,2019/03,連結,2962,459,467,280,72.62,17.00,
3768,2020/03,連結,3100,500,500,300,78.17,18.50,
3768,2020/03,連結,3100,500,500,300,77.45,18.50,
3769,2016/09,連結,12113,3819,3780,2910,78.36,27.00,
3769,2017/09,連結,21054,3948,3587,2420,--,40.00,
3769,2018/09,連結,26417,6550,6700,4255,--,58.00,
3769,2019/09,連結,32121,8301,8039,5267,71.61,36.00,
3769,2020/09,連結,36618,10376,9867,6110,83.06,42.00,
3769,2020/09,連結,36618,10376,9867,6110,82.23,42.00,
3770,2016/04,連結,5558,239,160,-539,-42.37,0.00,
3770,2017/04,連結,4846,294,298,134,10.59,5.00,
3770,2018/04,連結,4408,-695,-700,-863,-67.83,0.00,
3770,2019/04,連結,4170,-341,-299,-357,-28.08,0.00,
3770,----/--,--,--,--,--,--,--,--,
3770,2020/04,連結,4200,-300,-250,-300,--,0.00,
3771,2016/03,連結,10465,863,847,562,--,60.00,
3771,2017/03,連結,11539,938,924,641,153.38,45.00,
3771,2018/03,連結,12716,983,988,666,159.47,50.00,
3771,2019/03,連結,14151,1291,1300,920,220.22,60.00,
3771,2020/03,連結,14979,1408,1412,946,113.18,30.00,
3771,2020/03,連結,14979,1408,1412,946,113.16,30.00,
3772,2016/03,連結,1531,344,311,443,107.11,10.00,
3772,2017/03,連結,1767,252,1093,992,239.85,10.00,
3772,2018/03,連結,4601,1647,1549,1192,288.43,20.00,
3772,2019/03,連結,3047,745,956,2682,--,40.00,
3772,2020/03,連結,12000,2800,3000,2000,241.78,--,
3772,2020/03,連結,12000,2800,3000,2000,240.21,20.00,
3773,2016/03,連結,2291,-267,-297,-175,-11.03,0.00,
3773,2017/03,連結,2581,-77,-118,-103,-6.48,0.00,
3773,2018/03,連結,3683,647,610,522,32.79,0.00,
3773,2019/03,連結,4256,724,909,947,53.09,0.00,
3773,2020/03,連結,5000,800,730,650,35.58,0.00,
3773,2020/03,連結,5000,800,730,650,35.57,0.00,
3774,2016/03,連結,140648,6140,6193,4038,87.88,22.00,
3774,2017/03,連結,157789,5134,5427,3166,69.36,27.00,
3774,2018/03,連結,176233,6769,6872,4422,98.15,27.00,
3774,2019/03,連結,192430,6022,5842,3520,78.11,27.00,
3774,2020/03,連結,204000,7600,6800,3800,84.29,27.00,
3774,2020/03,連結,204000,7600,6800,3800,81.31,27.00,
3775,2015/12,連結,5214,392,393,262,56.14,0.00,
3775,2016/12,連結,5728,-584,-595,-700,-147.05,0.00,
3775,2017/12,連結,5981,-939,-976,-654,-137.22,0.00,
3775,2018/12,連結,2663,187,191,369,76.34,0.00,
3775,2019/12,単独,--,--,--,--,--,0.00,
3775,2019/12,連結,2600,100,100,100,19.43,0.00,
3776,2016/06,連結,34788,657,553,-9,-0.19,3.00,
3776,2017/06,連結,38987,846,767,427,8.37,11.00,
3776,2018/06,連結,10731,-80,-20,-330,-6.45,2.00,
3776,2018/12,連結,6296,-601,-663,165,3.22,1.00,
3776,2019/12,連結,14200,-580,-640,-780,-15.02,2.00,
3776,2019/12,連結,14200,-580,-640,-780,--,2.00,
3777,2015/12,連結,796,-147,-209,-811,-19.83,0.00,
3777,2016/12,連結,593,67,-34,-570,-12.04,0.00,
3777,2017/12,連結,1297,57,17,14,0.14,0.00,
3777,2018/12,連結,1879,10,-29,-52,-0.42,0.00,
3777,2019/12,連結,--,--,--,--,--,0.00,
3777,2019/12,連結,2237,91,86,64,0.46,0.00,
3778,2016/03,連結,12086,976,822,553,15.95,2.50,
3778,2017/03,連結,13961,1018,804,548,15.74,2.50,
3778,2018/03,連結,17033,745,574,349,9.29,2.50,
3778,2019/03,連結,19501,567,395,91,2.44,2.50,
3778,2020/03,連結,22900,720,480,200,5.48,2.50,
3778,2020/03,連結,22900,720,480,200,5.32,2.50,
3779,2016/03,連結,332,-26,-18,-50,-8.10,0.00,
3779,2017/03,連結,460,-59,-59,-142,-14.69,0.00,
3779,2018/03,連結,1511,73,72,119,11.46,0.00,
3779,2019/03,連結,1333,62,61,48,4.61,0.00,
3779,2020/03,連結,1332,38,37,22,2.15,0.00,
3779,2020/03,連結,1332,38,37,22,2.10,0.00,
3782,2015/12,連結,605,-560,-513,-550,-15.70,0.00,
3782,2016/12,連結,1196,59,81,74,2.02,0.00,
3782,2017/12,連結,790,-233,-203,-215,-5.68,0.00,
3782,2018/12,連結,1215,61,-83,-909,-22.60,0.00,
3782,2019/12,連結,1625,234,307,400,9.66,0.00,
3782,2019/12,連結,1625,234,307,400,9.57,0.00,
3784,2016/03,連結,27094,1443,1386,805,91.04,20.00,
3784,2017/03,連結,27430,1309,1243,859,96.97,20.00,
3784,2018/03,連結,25439,1261,1266,753,42.55,15.00,
3784,2018/12,連結,19515,916,893,464,26.23,7.50,
3784,2019/12,連結,29000,1620,1575,1053,61.24,10.00,
3784,2019/12,連結,29000,1620,1575,1053,59.43,10.00,
3787,2016/03,単独,691,-55,-55,-58,-22.59,0.00,
3787,2017/03,単独,629,-90,-90,-93,-36.00,0.00,
3787,2018/03,単独,651,-66,-63,-69,-26.81,0.00,
3787,2019/03,単独,860,97,100,85,33.11,0.00,
3787,2020/03,単独,830,80,84,71,27.38,0.00,
3787,2020/03,単独,830,80,84,71,27.38,0.00,
3788,2015/12,連結,11278,480,559,327,28.10,14.00,
3788,2016/12,連結,11854,845,795,490,42.47,21.25,
3788,2017/12,連結,12206,1061,1087,635,55.17,27.60,
3788,2018/12,連結,12738,1408,1490,956,83.04,41.52,
3788,2019/12,連結,14015,1550,1550,1010,87.68,43.84,
3788,2019/12,連結,14015,1550,1550,1010,86.38,43.84,
3791,2016/05,連結,8010,416,403,169,35.81,5.00,
3791,2017/05,連結,7589,520,541,228,48.23,5.00,
3791,2018/05,連結,8426,310,386,147,30.77,5.00,
3791,2019/05,連結,8872,-307,-307,-179,-36.61,5.00,
3791,2020/05,連結,10839,221,220,138,28.17,5.00,
3791,2020/05,連結,10839,221,220,138,27.30,5.00,
3793,2016/03,連結,6534,-206,-217,-537,-39.38,0.00,
3793,2017/03,連結,8388,932,844,814,--,0.00,
3793,2018/03,連結,13192,190,-29,-204,-7.21,0.00,
3793,2019/03,連結,10720,-577,-1349,-1712,-60.46,0.00,
3793,2020/03,単独,--,--,--,--,--,0.00,
3793,2020/03,連結,9000,650,600,500,17.30,0.00,
3796,2016/03,連結,1934,125,125,62,8.99,4.00,
3796,2017/03,連結,1986,153,153,88,12.81,5.00,
3796,2018/03,連結,1909,49,49,21,3.08,5.00,
3796,2019/03,連結,1984,13,13,-3,-0.50,5.00,
3796,2020/03,連結,2100,40,39,12,1.86,5.00,
3796,2020/03,連結,2100,40,39,12,1.65,5.00,
3798,2016/03,連結,4866,810,813,458,79.86,16.00,
3798,2017/03,連結,4677,842,843,539,94.02,19.00,
3798,2018/03,連結,5085,888,889,555,96.81,20.00,
3798,2019/03,連結,5830,1156,1162,697,121.55,25.00,
3798,2020/03,連結,5440,910,910,560,97.56,20.00,
3798,2020/03,連結,5440,910,910,560,90.90,20.00,
3799,2016/03,連結,15988,63,128,66,8.06,5.00,
3799,2017/03,連結,15373,90,142,91,11.00,5.00,
3799,2018/03,連結,16752,409,465,204,24.13,8.00,
3799,2019/03,連結,17561,320,399,344,40.48,12.00,
3799,2020/03,連結,18000,400,420,330,39.70,12.00,
3799,2020/03,連結,18000,400,420,330,36.22,12.00,
3800,2016/03,連結,7198,1531,1635,1442,171.99,52.00,
3800,2017/03,連結,6941,1455,1555,1056,125.73,46.00,
3800,2018/03,連結,7056,1347,1454,965,114.87,46.00,
3800,2019/03,連結,9422,919,1029,624,74.28,54.00,
3800,2020/03,連結,10000,1000,1100,750,89.23,60.00,
3800,2020/03,連結,10000,1000,1100,750,88.24,60.00,
3802,2016/03,連結,898,61,62,44,56.48,12.00,
3802,2017/03,連結,969,88,91,70,--,16.00,
3802,2018/03,連結,970,67,72,55,34.60,8.00,
3802,2019/03,連結,1076,94,102,76,47.86,8.00,
3802,2020/03,連結,1115,100,100,75,46.71,8.00,
3802,2020/03,連結,1115,100,100,75,46.71,8.00,
3803,2016/03,連結,1253,34,-155,-181,-108.78,0.00,
3803,2017/03,連結,804,-58,-75,-100,-60.06,0.00,
3803,2018/03,連結,815,5,6,-252,-151.32,0.00,
3803,2019/03,連結,702,-47,-56,-156,-86.97,0.00,
3803,2020/03,連結,774,-1,-1,34,17.15,0.00,
3803,2020/03,連結,774,-1,-1,34,16.35,0.00,
3804,2015/10,連結,2676,157,150,145,44.82,3.00,
3804,2016/10,連結,3108,193,186,134,41.30,5.00,
3804,2017/10,連結,3807,350,346,238,73.46,10.00,
3804,2018/10,連結,3399,391,389,258,39.83,7.00,
3804,2019/10,連結,3484,442,440,297,45.79,7.00,
3804,2019/10,連結,3484,442,440,297,45.71,7.00,
3807,2015/12,連結,10206,-554,-952,-143,-3.94,3.00,
3807,2016/12,連結,14004,-778,-1003,-1193,-31.98,3.00,
3807,2017/12,連結,14620,7,-59,636,16.73,3.00,
3807,2018/12,連結,11455,-788,-2476,-2152,-56.25,0.00,
3807,2019/12,連結,5980,-443,-856,-620,-13.57,--,
3807,2019/12,連結,5980,-443,-856,-620,--,0.00,
3808,2016/06,連結,2410,155,141,73,8.42,0.00,
3808,2017/06,連結,2411,167,182,123,14.17,0.00,
3808,2018/06,連結,3786,1216,1194,1071,122.56,7.50,
3808,2019/06,連結,4892,1071,901,629,70.44,2.50,
3808,----/--,--,--,--,--,--,--,--,
3808,2020/06,連結,5000,1100,1000,700,77.15,2.50,
3810,2016/05,連結,1755,-289,-401,-827,-175.79,0.00,
3810,2017/05,連結,3093,372,365,285,59.80,0.00,
3810,2018/05,連結,7174,622,563,448,76.95,0.00,
3810,2019/05,連結,11553,181,84,-303,-45.54,0.00,
3810,2020/05,連結,13000,500,400,300,42.21,0.00,
3810,2020/05,連結,13000,500,400,300,39.22,0.00,
3814,2016/09,単独,2255,191,163,127,58.33,0.00,
3814,2017/09,単独,2087,136,125,133,60.86,20.00,
3814,2018/09,単独,2038,148,129,85,34.86,10.00,
3814,2019/09,単独,2252,416,400,261,106.33,25.00,
3814,2020/09,単独,2500,250,230,149,60.48,10.00,
3814,2020/09,単独,2500,250,230,149,59.27,10.00,
3815,2016/08,連結,1940,26,-60,-139,-13.04,0.00,
3815,2017/08,連結,2251,-31,-45,-110,-10.40,0.00,
3815,2018/08,連結,2171,72,70,20,1.99,0.00,
3815,2019/08,連結,1943,36,40,22,2.23,0.00,
3815,2020/08,連結,2200,130,120,60,5.95,--,
3815,2020/08,連結,2200,130,120,60,5.31,0.00,
3816,2016/07,連結,2236,284,290,173,--,22.00,
3816,2017/07,連結,2268,300,315,217,--,20.00,
3816,2018/07,連結,2413,312,334,230,--,19.00,
3816,2019/07,連結,2638,412,429,282,--,19.00,
3816,2020/07,連結,2670,420,430,282,86.95,18.00,
3816,2020/07,連結,2670,420,430,282,85.68,18.00,
3817,2016/03,連結,39155,3736,3850,463,38.40,70.00,
3817,2017/03,連結,39142,4180,4211,2646,218.00,90.00,
3817,2018/03,連結,39410,4175,4762,2060,168.07,110.00,
3817,2019/03,連結,40793,4078,4469,2023,164.14,110.00,
3817,2020/03,連結,41700,4500,4600,2500,202.65,110.00,
3817,2020/03,連結,41700,4500,4600,2500,164.04,110.00,
3822,2016/03,単独,14768,1057,1078,702,79.93,29.00,
3822,2017/03,単独,15541,1338,1356,963,109.67,33.00,
3822,2018/03,単独,16428,1515,1526,1044,118.81,36.00,
3822,2019/03,単独,16957,1711,1728,1218,139.51,42.00,
3822,2020/03,単独,17800,1830,1840,1275,148.10,22.00,
3822,2020/03,単独,17800,1830,1840,1275,145.05,22.00,
3823,2016/08,連結,2280,-330,-368,-504,-34.02,0.00,
3823,2017/08,連結,2662,-363,-401,-891,-50.97,0.00,
3823,2018/08,連結,1302,51,25,6,0.30,0.00,
3823,2019/08,連結,1554,-103,-71,-278,-11.75,0.00,
3823,2020/08,連結,1982,42,63,22,0.94,--,
3823,2020/08,連結,1982,42,63,22,0.85,0.00,
3824,2016/05,連結,1278,68,68,59,70.49,10.00,
3824,2017/05,連結,1360,44,33,13,15.80,10.00,
3824,2018/05,連結,1417,65,57,37,42.99,10.00,
3824,2019/05,連結,1431,15,16,46,52.43,10.00,
3824,2020/05,連結,1589,-49,-45,-35,-37.54,10.00,
3824,2020/05,連結,1589,-49,-45,-35,--,10.00,
3825,2016/03,単独,6337,345,332,295,7.84,1.00,
3825,2017/03,連結,5561,32,6,-42,-1.08,0.50,
3825,2018/03,連結,14367,3616,3358,2293,46.32,1.00,
3825,2019/03,連結,11780,-1710,-1712,-1812,-31.81,0.00,
3825,----/--,--,--,--,--,--,--,--,
3825,2020/03,連結,12000,1000,1000,-4000,--,0.00,
3826,2016/02,単独,3539,444,447,364,65.83,22.00,
3826,2017/02,単独,3176,219,222,137,24.79,8.00,
3826,2018/02,単独,3767,494,496,345,62.45,19.00,
3826,2019/02,単独,4066,544,557,578,52.26,16.00,
3826,2020/02,単独,4600,600,603,422,38.10,12.00,
3826,2020/02,単独,4600,600,603,422,38.09,12.00,
3830,2016/03,連結,2928,463,325,214,169.05,20.00,
3830,2017/03,連結,3753,500,466,305,--,30.00,
3830,2018/03,連結,6354,559,540,286,--,16.00,
3830,2019/03,連結,10921,1292,1259,684,91.02,7.00,
3830,2020/03,連結,14390,1547,1501,877,58.37,3.50,
3830,2020/03,連結,14390,1547,1501,877,51.35,3.50,
3834,2016/03,単独,8091,1341,1344,881,29.50,18.00,
3834,2017/03,単独,8799,1307,1313,950,32.08,18.00,
3834,2018/03,単独,9338,843,851,577,19.53,18.00,
3834,2019/03,単独,9739,1269,1277,952,32.17,18.00,
3834,2020/03,単独,10500,1600,1600,1120,39.83,18.00,
3834,2020/03,単独,10500,1600,1600,1120,35.00,18.00,
3835,2016/03,連結,3567,697,689,474,83.50,16.50,
3835,2017/03,連結,3580,828,815,566,99.62,20.00,
3835,2018/03,連結,3828,958,977,688,60.28,20.60,
3835,2019/03,連結,4043,1099,1131,784,--,20.60,
3835,2020/03,連結,4150,1165,1200,820,35.70,10.80,
3835,2020/03,連結,4150,1165,1200,820,34.77,10.80,
3836,2016/06,連結,9612,1109,1112,660,140.77,22.00,
3836,2017/06,連結,10532,1306,1308,663,70.69,16.00,
3836,2018/06,連結,12110,1631,1632,1062,56.57,12.00,
3836,2019/06,連結,14077,1966,1972,1317,70.13,15.00,
3836,2020/06,連結,15480,2165,2165,1353,36.00,9.00,
3836,2020/06,連結,15480,2165,2165,1353,36.00,9.00,
3837,2016/03,単独,10460,541,549,289,64.99,26.00,
3837,2017/03,単独,11634,767,777,531,59.18,29.00,
3837,2018/03,単独,10997,832,857,553,61.31,21.00,
3837,2019/03,単独,12194,1012,1012,687,75.90,27.00,
3837,2020/03,単独,12600,1100,1108,703,77.14,28.00,
3837,2020/03,単独,12600,1100,1108,703,75.60,28.00,
3839,2016/03,連結,3486,108,136,67,9.22,10.00,
3839,2017/03,連結,4311,162,183,121,16.21,10.00,
3839,2018/03,連結,4898,365,387,258,33.90,10.00,
3839,2019/03,連結,5337,571,613,307,37.59,10.00,
3839,2020/03,連結,5500,430,450,310,37.81,10.00,
3839,2020/03,連結,5500,430,450,310,37.80,10.00,
3840,2016/03,連結,2180,-545,-565,-484,-32.51,0.00,
3840,2017/03,連結,3397,-246,-243,-987,-53.95,0.00,
3840,2018/03,連結,3412,19,49,-11,-0.59,0.00,
3840,2019/03,連結,3678,5,5,157,5.58,0.00,
3840,2020/03,連結,3498,34,34,-37,-1.34,0.00,
3840,2020/03,連結,3498,34,34,-37,--,0.00,
3841,2016/03,連結,1586,153,153,97,50.82,15.00,
3841,2017/03,単独,1694,174,187,178,93.04,15.00,
3841,2018/03,単独,1864,118,127,92,48.35,20.00,
3841,2019/03,単独,1884,116,124,88,46.09,20.00,
3841,2020/03,単独,2000,170,170,113,58.83,20.00,
3841,2020/03,単独,2000,170,170,113,57.94,20.00,
3842,2016/03,単独,2815,237,231,145,73.89,3.00,
3842,2017/03,単独,2494,155,150,100,50.09,3.00,
3842,2018/03,連結,2868,131,128,75,37.26,3.00,
3842,2019/03,連結,3190,47,41,30,14.72,3.00,
3842,2020/03,連結,3500,70,65,40,19.45,--,
3842,2020/03,連結,3900,130,125,77,37.14,3.00,
3843,2016/04,連結,28389,1902,1322,553,24.75,7.00,
3843,2017/04,連結,35222,1321,807,-150,-6.77,7.00,
3843,2018/04,連結,38653,1851,1426,-567,-25.56,7.00,
3843,2019/04,連結,50365,2981,2569,279,12.59,7.00,
3843,2020/04,連結,57000,4000,3800,1000,45.07,7.00,
3843,2020/04,連結,57000,4000,3800,1000,42.71,7.00,
3844,2016/03,連結,11349,1293,1295,823,169.84,66.00,
3844,2017/03,連結,13897,1522,1542,1061,218.72,77.00,
3844,2018/03,連結,16383,1968,2010,1395,95.69,61.80,
3844,2019/03,連結,18070,2570,2575,1807,122.49,48.00,
3844,2020/03,連結,20000,2880,2874,2021,64.68,43.50,
3844,2020/03,連結,20000,2880,2874,2021,62.68,43.50,
3845,2016/03,連結,620,-12,-6,-9,-0.81,0.00,
3845,2017/03,単独,707,12,4,1,0.10,0.00,
3845,2018/03,単独,904,-28,-31,-33,-2.41,0.00,
3845,2019/03,連結,1187,-355,-355,-477,-30.12,0.00,
3845,2020/03,連結,2208,12,16,10,0.62,0.00,
3845,2020/03,連結,2208,12,16,10,0.62,0.00,
3847,2016/03,連結,8312,547,574,364,246.61,75.00,
3847,2017/03,連結,8877,622,621,408,275.90,85.00,
3847,2018/03,連結,9624,670,668,447,302.59,100.00,
3847,2019/03,連結,10423,773,784,512,346.42,110.00,
3847,2020/03,連結,9650,618,618,438,296.41,100.00,
3847,2020/03,連結,9650,618,618,438,295.95,100.00,
3848,2016/03,連結,2291,548,555,397,121.90,18.00,
3848,2017/03,連結,2426,619,624,436,144.96,22.00,
3848,2018/03,連結,2224,622,627,474,157.60,26.00,
3848,2019/03,連結,2314,664,665,506,168.08,38.00,
3848,2020/03,連結,2400,585,585,425,141.18,43.00,
3848,2020/03,連結,2400,585,585,425,114.65,43.00,
3849,2016/03,単独,685,39,39,18,22.89,10.00,
3849,2017/03,単独,584,27,38,31,38.91,20.00,
3849,2018/03,単独,557,2,10,6,7.68,0.00,
3849,2019/03,単独,757,100,54,38,--,0.00,
3849,2020/03,単独,900,150,150,80,49.07,5.00,
3849,2020/03,単独,900,150,150,80,46.22,5.00,
3850,2016/03,連結,5173,403,399,268,54.24,8.50,
3850,2017/03,連結,5209,597,504,350,70.80,11.50,
3850,2018/03,連結,5322,626,622,429,86.62,17.00,
3850,2019/03,連結,6490,686,691,487,98.37,22.00,
3850,2020/03,連結,7000,720,720,504,101.72,25.00,
3850,2020/03,連結,7000,720,720,504,101.72,25.00,
3851,2016/03,連結,3687,427,392,218,43.95,3.00,
3851,2017/03,連結,3409,366,354,136,27.12,3.00,
3851,2018/03,連結,4737,658,720,508,101.01,4.00,
3851,2019/03,連結,4523,426,529,293,58.12,4.00,
3851,2020/03,連結,3373,286,286,182,36.21,4.00,
3851,2020/03,連結,3373,286,286,182,35.61,4.00,
3852,2016/03,単独,8876,505,522,344,42.94,13.00,
3852,2017/03,単独,9744,535,563,391,48.80,13.00,
3852,2017/12,単独,8131,444,453,318,39.74,13.00,
3852,2018/12,単独,12072,608,616,418,52.16,15.00,
3852,2019/12,単独,13000,650,650,433,53.98,17.00,
3852,2019/12,単独,13000,650,650,433,53.98,17.00,
3853,2016/03,連結,1588,272,254,130,8.79,3.10,
3853,2017/03,連結,1621,300,303,230,15.52,3.90,
3853,2018/03,連結,3109,577,443,196,11.90,6.00,
3853,2019/03,連結,3478,388,462,270,16.39,4.00,
3853,2020/03,連結,3000,200,200,140,8.51,--,
3853,2020/03,連結,3000,200,200,140,8.00,4.00,
3854,2016/07,連結,7896,376,392,247,39.57,18.00,
3854,2017/07,連結,8621,432,455,299,47.91,18.00,
3854,2018/07,連結,9412,526,546,336,--,20.00,
3854,2019/07,連結,10522,951,972,621,49.61,16.00,
3854,2020/07,連結,11530,1200,1226,796,63.61,20.00,
3854,2020/07,連結,11530,1200,1226,796,31.79,10.00,
3856,2016/06,連結,4539,397,426,231,45.92,11.00,
3856,2017/06,連結,6495,115,48,-175,-33.91,11.00,
3856,2018/06,連結,7300,926,874,756,145.92,17.00,
3856,2019/06,連結,5984,608,566,316,61.16,17.00,
3856,2020/06,連結,7200,430,410,267,51.72,--,
3856,2020/06,連結,7200,430,410,267,51.45,17.00,
3857,2016/03,連結,36896,2377,2360,1444,56.94,18.00,
3857,2017/03,連結,37109,2446,2464,1491,58.78,20.00,
3857,2018/03,連結,38432,2224,2349,1252,49.39,30.00,
3857,2019/03,連結,38719,2366,2411,1547,60.54,22.00,
3857,2020/03,連結,44000,2500,2530,1700,66.51,24.00,
3857,2020/03,連結,44000,2500,2530,1700,63.71,24.00,
3858,2016/03,単独,970,-109,-100,-202,-19.94,0.00,
3858,2017/03,連結,1124,-286,-286,-347,-33.41,0.00,
3858,2018/03,連結,2349,4,42,-11,-1.07,0.00,
3858,2019/03,連結,2406,77,101,64,6.12,0.00,
3858,2020/03,連結,2419,10,10,8,0.77,0.00,
3858,2020/03,連結,2419,10,10,8,0.76,0.00,
3861,2016/03,連結,1433595,71987,60517,12706,12.86,10.00,
3861,2017/03,連結,1439855,70243,52949,40270,40.74,10.00,
3861,2018/03,連結,1485895,70781,65958,36222,36.64,10.00,
3861,2019/03,連結,1550991,110212,118370,51977,52.52,12.00,
3861,2020/03,連結,1600000,110000,110000,60000,60.63,14.00,
3861,2020/03,連結,1600000,110000,110000,60000,59.15,14.00,
3863,2016/03,連結,1007097,22623,17123,2424,20.95,60.00,
3863,2017/03,連結,992428,23764,26994,8399,72.57,60.00,
3863,2018/03,連結,1046499,17613,18649,7847,67.80,60.00,
3863,2019/03,連結,1068703,19615,23901,-35220,-304.34,30.00,
3863,2020/03,連結,1070000,30000,28000,13000,112.34,40.00,
3863,2020/03,連結,1070000,30000,28000,13000,111.82,40.00,
3864,2016/03,連結,216340,3872,2216,2217,6.49,0.00,
3864,2017/03,連結,201955,4313,2703,1152,33.72,0.00,
3864,2018/03,連結,201492,1790,652,3198,93.57,5.00,
3864,2019/03,連結,203997,-40,-914,351,10.04,5.00,
3864,2020/03,連結,200000,2500,2500,1500,33.59,5.00,
3864,2020/03,連結,200000,2500,2500,1500,33.53,5.00,
3865,2016/03,連結,246849,9236,10587,7476,39.69,12.00,
3865,2017/03,連結,262398,12900,14055,10380,55.09,12.00,
3865,2018/03,連結,269099,11414,13907,10327,54.68,12.00,
3865,2019/03,連結,275807,10130,13015,9155,48.44,12.00,
3865,2020/03,連結,270000,11000,14000,9500,50.25,12.00,
3865,2020/03,連結,270000,11000,14000,9500,45.40,12.00,
3877,2016/03,連結,99927,1413,1319,162,1.24,5.00,
3877,2017/03,連結,93882,1489,1397,1255,9.40,5.00,
3877,2018/03,連結,94824,-1242,-1293,-5206,-389.96,27.50,
3877,2019/03,連結,96716,-397,121,721,54.04,50.00,
3877,2020/03,連結,99600,2400,2350,1300,97.37,50.00,
3877,2020/03,連結,99600,2400,2350,1300,97.34,50.00,
3878,2016/03,連結,33502,290,-18,-929,-18.23,5.00,
3878,2017/03,連結,32379,863,465,252,4.96,5.00,
3878,2018/03,連結,34647,1166,1101,413,8.21,5.00,
3878,2019/03,連結,33439,672,674,-2032,-199.93,25.00,
3878,2020/03,連結,32000,250,200,0,0.00,25.00,
3878,2020/03,連結,32000,250,200,0,0.00,25.00,
3880,2016/03,連結,474077,24323,21259,14594,100.15,10.50,
3880,2017/03,連結,477140,23535,21347,12136,83.28,10.50,
3880,2018/03,連結,531311,11062,12779,3971,27.25,10.50,
3880,2019/03,連結,533890,12122,9842,4697,31.70,10.50,
3880,2020/03,連結,560000,30000,27000,19000,126.59,10.50,
3880,2020/03,連結,560000,30000,27000,19000,123.61,10.50,
3891,2016/03,連結,11617,96,129,55,5.20,18.00,
3891,2017/03,連結,15089,505,344,-454,-42.21,18.00,
3891,2018/03,連結,17128,1698,1561,426,39.66,18.00,
3891,2019/03,連結,14373,1346,1313,1495,139.00,20.00,
3891,2020/03,連結,12800,850,850,650,60.43,20.00,
3891,2020/03,連結,12800,850,850,650,59.34,20.00,
3892,2016/05,単独,8435,267,310,179,34.24,12.00,
3892,2017/05,単独,8356,51,94,64,13.04,12.00,
3892,2018/05,単独,9070,35,78,43,8.92,12.00,
3892,2019/05,単独,10030,752,804,533,107.86,13.00,
3892,2020/05,単独,10200,780,820,570,115.30,14.00,
3892,2020/05,単独,10200,780,820,570,103.64,14.00,
3895,2016/03,連結,11884,640,620,456,58.46,10.00,
3895,2017/03,連結,12555,1440,1457,1044,133.82,18.00,
3895,2018/03,連結,12867,1143,1151,833,106.83,15.00,
3895,2019/03,連結,12823,684,694,474,60.83,16.00,
3895,2020/03,連結,13151,884,869,609,78.06,18.00,
3895,2020/03,連結,13151,884,869,609,74.49,18.00,
3896,2016/03,連結,16981,797,663,292,28.77,8.00,
3896,2017/03,連結,16300,519,397,483,47.66,8.00,
3896,2018/03,連結,16083,416,331,-1219,-122.24,7.00,
3896,2019/03,連結,16158,275,360,36,3.65,7.00,
3896,2020/03,連結,15500,50,10,250,25.06,--,
3896,2020/03,連結,15500,50,10,250,24.58,3.50,
3900,2016/09,連結,1228,-593,-590,-647,-48.77,0.00,
3900,2017/09,連結,2925,-335,-331,-354,-26.36,0.00,
3900,2018/09,連結,6634,23,9,-81,-5.85,0.00,
3900,2019/09,連結,8749,48,67,-127,-8.63,0.00,
3900,2020/09,連結,9012,-1000,--,--,--,0.00,
3900,2020/09,連結,9012,-750,-750,-400,--,0.00,
